school,type,ba_status,ba_url,ba_title,ba_note,lang_status,lang_url,lang_title,lang_note,ma_status,ma_url,ma_title,ma_note,lang_src,ma_src,ba_src
장로회신학대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,언어교육원은 영어/독일어/고전어 강좌만 (신학대상); 한국어과정 모집요강 없음; 공지 26-가을학기,2027_guide,https://www.puts.ac.kr/main/iphak_annae_dw/2027/jeon_ilban_sinhak_seok_park.pdf,"2027학년도 전기 일반대학원 모집요강 (석·박사 통합과정 신학과, 정원외 외국인 전형)","2027학년도 전기 일반대학원 모집요강 PDF 확인. 신학과 석·박사 통합과정, 정원외(외국인) 전형 포함. 원서접수 2026.11.2~11.9, 등록 2027.1.13~15.",https://www.puts.ac.kr/pglc/,https://drive.google.com/file/d/1aUziDoqmgICIYWUCVreWZvcRTH88IKSn/view,https://drive.google.com/file/d/14wBxTcVpuL-X093jI_enmqpRmK_tnnz_/view
전남대학교,univ,2026_or_older,https://admission.jnu.ac.kr/WebApp/web/HOM/COM/Board/board.aspx?boardID=393&bbsMode=view&cate=1567&key=1796,2026학년도 재외국민과 외국인 특별전형 모집요강,"공식 입학 홈페이지에 2026 재외국민과 외국인 특별전형 모집요강 게시 확인. 동 게시글에 '2027학년도 재외국민과 외국인 특별전형 미시행(단, 순수외국인전형은 국제협력과에서 모집)' 명시. 따라서 2027 전용 외국인 모집요강 없음.",2027_guide,https://leckor.jnu.ac.kr/kr/SubPage.aspx?PageCode=020104,한국어 정규강좌 수업일정 — 2027년 봄/여름/가을/겨울 일정 게재,2027 정규강좌 일정 페이지 있음 (모집요강 PDF는 아직 2026 가을·겨울),2027_guide,https://international.jnu.ac.kr/Admission/Graduate,전남대학교 국제협력과 대학원 입학 (2027 Spring Semester Graduate Admission Schedule 게시),"국제협력과 공식 대학원 입학 페이지에 2027학년도 전기(2027 Spring) 입학일정 게시: 원서접수 2026.9.28~10.8(1차)/10.12~10.30(2차), 합격발표 2026.11.11/12.23. 아직 첨부 모집요강 PDF는 2026 후기 버전이나 2027 전기 일정 공지됨.",https://leckor.jnu.ac.kr/,https://drive.google.com/file/d/1jUo05idO8XXyFfg3zNcJGRybJTCXaJyW/view,https://drive.google.com/file/d/1zQfiv0d-EXi5AHv5asjLEs6U_LqkAAoJ/view
전북대학교,univ,2027_own,https://english.jbnu.ac.kr/bbs/english_/5744/393966/artclView.do,[학사] 2027학년도 재외국민 특별전형 모집 안내,"공식 도메인(jbnu.ac.kr) 공지(2026-06-17)로 2027학년도 재외국민 특별전형 모집 안내 확인(모집인원 정원 2%/81명, 원서접수 2026.7.6~7.10). 재외국민 특별전형 기준 2027 입학 안내 확정.",2026_or_older,,,연수과정 일정 2026 겨울(12.1~2.12)까지; 2027 학기 없음; 공지 모두 2026,2026_or_older,https://ioffice.jbnu.ac.kr/ioffice/31621/subview.do,"전북대 국제협력부 공지 (최신: [Graduate] 2026 Fall Semester Graduate School Admission Guide, 2026.03.25)",국제협력부 대학원 외국인 특별전형 공지 게시판 최신 모집요강은 2026학년도 후기(2026.03.25 게시). 2026 후기 1/2차 결과까지 발표. 공식 일정상 2027 전기 가이드는 2026년 9월경 게시 예정이므로 현재(2026.8) 2027 가이드 미게시.,https://top.jbnu.ac.kr/sites/lec_korean/index.do,https://drive.google.com/file/d/1grpqOxwz_BSJ9jn2DTtuSfZpPBzGEOED/view,https://drive.google.com/file/d/1DlWJZlIS-2-i9nn4eYE2Gp3Df94q1s6v/view
전주대학교,univ,2027_own,https://iphak.jj.ac.kr/iphak/international/resources.do?mode=view&articleNo=523485&title=2027%ED%95%99%EB%85%84%EB%8F%84+%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC+%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95+%EA%B3%B5%EC%A7%80,2027학년도 재외국민 모집요강 공지,"공식 입학처 International 게시판(2026-05-29)에 2027학년도 재외국민 모집요강 게시 확인(원서접수 2026.9.7~9.11, 합격발표 2026.11.20 예정).",2026_or_older,,,전형일정 2026학년도 봄/여름/가을/겨울 4학기만; 2027 없음,2026_or_older,https://graduate.jj.ac.kr/graduate/apply/guidelinesf.do?mode=list,전주대학교 대학원 입학안내(외국인) 모집요강(외국인) 게시판 (최신: [모집종료] 외국인유학생 2026-2학기 신입생 모집요강),대학원 외국인 모집요강 게시판에 2026-2학기(2026.03.27 게시) 하나만 등록. 2027-1학기 가이드는 통상 9~10월 게시 예정으로 현재 미게시. 일반대학원 국제학생 문의 063-220-4735.,https://oia.jj.ac.kr/oia/kec/entrance.do,https://drive.google.com/file/d/1zEhJ-nbzLQB-diowT34v1heojwivnz_9/view,https://drive.google.com/file/d/1zxMbdl3NJbHNJ4YHyCF253LDYbGmkGez/view
제주국제대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,한국어과정 게시판 최신 모집요강이 2025학년도 (2024는 그 이전); 2026/2027 없음,2026_or_older,https://grad.jeju.ac.kr/grad/entrance/recruit.htm,제주국제대학교 대학원 모집요강/원서다운 게시판 (최신 공지: 2026학년도 전기 특수대학원 신입생 모집요강_외국인전형),대학원 모집요강 게시판 최신: 2026학년도 전기 특수대학원 외국인전형(2026.01.14). 일반대학원 외국인전형 게시물은 2023학년도 전기가 최신. 2027 전기 가이드 미게시.,https://www.jeju.ac.kr/jejuie/korean.htm,https://drive.google.com/file/d/18cS5AJ2-V-AR4PpUVQ4B5qiHWYDHb7ZF/view,https://drive.google.com/file/d/1TCDb2f-K36zws28u6RVLSM_4kdks2-2_/view
제주대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,한국어과정 신청 최신 = Fall 2026; 2027 한국어과정 가이드 없음 (2027 공지는 교류/장학),2026_or_older,http://intl.jejunu.ac.kr/intl/admission/graduateschool/graduate.htm,제주대학교 국제교류처 모집요강 - 대학원 (2026학년도 대학원 재외국민 및 외국인 특별전형 모집요강),국제교류처 대학원 모집요강 페이지 최신: 2026학년도 대학원 재외국민 및 외국인 특별전형 모집요강(한국어/영어). 2027학년도 전기 가이드 미게시(통상 9~10월 게시 예정).,https://intl.jejunu.ac.kr/intl/koreanlanguage.htm,https://drive.google.com/file/d/1G9RiLVFZtvHYxNzJ_2FXupuIF_WUcXOc/view,https://drive.google.com/file/d/1mwhEpppRTnCuE72Mwwc8w69EXBsUxofc/view
조선대학교,univ,2026_or_older,https://www3.chosun.ac.kr/bbs/global/424/276714/artclView.do,[KOR] 2026학년도 2학기 학부 외국인특별전형 모집요강,공식 국제협력팀 공지(2026-03-30)로 2026학년도 2학기 학부 외국인특별전형 모집요강 확인. 2027학년도 외국인 모집요강은 공식 사이트에서 찾지 못함.,2026_or_older,,,한국어학당 공지 게시판 비어있음; 강좌안내에 연도 없음; 메인 공지는 26학년도,2026_or_older,https://global.chosun.ac.kr/bbs/global/425/276679/artclView.do,2026학년도 후기 대학원 외국인특별전형 모집요강 (2차 모집),국제협력팀 게시판 최신 대학원 외국인특별전형 모집요강은 2026학년도 후기(2026.03.27 게시) 및 2026 전기(1/2차). 2027 전기 가이드 미게시(통상 9~10월 게시 예정).,https://lei.chosun.ac.kr/,https://drive.google.com/file/d/1V3X_ck4L0V_GDVBNmHZLmmW7chZdN5X9/view,https://drive.google.com/file/d/1p4w6hpZZuOqH-6nrUB8WTanhFe-VGU5v/view
중부대학교,univ,unknown_year,https://www.joongbu.ac.kr/menu.es?mid=a60401000000,모집요강 | 외국인 (입학 홈페이지),공식 입학 홈페이지에 '외국인' 모집요강 메뉴 존재하나 콘텐츠가 동적 렌더링되어 추출 실패. 2027학년도 수시모집요강(일반전형)은 공식 확인. 일반대학원 외국인 특별전형 모집요강은 2026년 버전. 2027 학부 외국인 모집요강은 확인 불가.,2026_or_older,,,한국어연수과정 모집요강 6개 언어 모두 2026년; 2027 없음,2026_or_older,https://www.joongbu.ac.kr/board.es?mid=a70108010300&bid=0529&act=view&list_no=333739,2026학년도 후기 신입학 대학원 외국인 특별전형 모집요강 (일반대학원 외국인전형 입학자료실),"일반대학원 외국인전형 안내 입학자료실 최신: 2026학년도 후기(2026/04/28) 및 전기(2025/12/12) 모집요강, 영/중/베트남/우즈벡 다국어 가이드(2025/10/15). 2027 전기 가이드 미게시.",https://www.joongbu.ac.kr/menu.es?mid=a10104050500,https://drive.google.com/file/d/1MMF1Q0aKPvtY7nNZboM3GGfmeq16AM41/view,https://drive.google.com/file/d/1ScbBy4s_3umbv9Xguoo48Amn_76Vzl_x/view
중앙대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,학사일정 2026 봄~겨울(12.07~27.02.16)까지만; 2027학기 없음,2026_or_older,https://oias.cau.ac.kr/cauoie/grad/notice.do,중앙대학교 국제교육지원팀 대학원 입학 공지사항 (최신: 2026학년도 후반기 일반대학원 외국인전형 모집 안내),국제교육지원팀 대학원 입학 공지 최신: 2026 후반기(9월 입학) 외국인전형 모집 안내(2026.04.21) 및 합격자 발표. OIA 게시판에도 2026 Spring/Fall Graduate School Admission Guide만 존재. 2027 전반기 가이드는 통상 2026년 9월말 게시 예정으로 현재 미게시.,https://korean.cau.ac.kr/korean/index.php,https://drive.google.com/file/d/1EGvXl9yN_qGoNbYIdwuPjHR0lufi1ukS/view,https://drive.google.com/file/d/1xfmfxQy9nnuq02T4XmgiA_hYrudFkVaV/view
중앙승가대학교,univ,unknown_year,https://admission.sangha.ac.kr/SANGHA/?ACT=ADMISSION_FRESH&FOR,중앙승가대학교 2027학년도 수시모집요강,공식 admission.sangha.ac.kr에 2027학년도 수시모집요강은 있으나 조계종 종립 승가대학으로 승가학과(사미·비구 등 출가자)만 모집. 2027 요강에 외국인/국제학생 전형은 없음 — 외국인 모집요강 자체가 존재하지 않는 것으로 판단.,?,,,,?,,,,,,https://drive.google.com/file/d/1iLFy41ArAaDVBt5bO-CYgozZXNAOtqzt/view
중원대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,공지 최신 = 2026년 가을학기 모집요강; 2027 없음,?,,,,https://jwukorean.jwu.ac.kr/site/deptSiteView.jwu,,https://drive.google.com/file/d/14PgyA3Q3RkuOV20VlSLwBjnSMZfXGWj-/view
차의과학대학교,univ,2027_own,https://admission.cha.ac.kr/%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC-%EC%99%B8%EA%B5%AD%EC%9D%B8/%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC-%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/?uid=3310&mod=document&pageid=1,"2027학년도 재외국민과 외국인 특별전형 모집요강 (배포용 PDF 첨부, 2026-05-29 공지)",입학안내 홈페이지 재외국민-외국인 공지사항에 2027학년도 재외국민과 외국인 특별전형 모집요강 PDF 게재 (첨부파일 배포용-차의과학대학교-2027학년도-재외국민과-외국인-특별전형-모집요강.pdf),?,,,,?,,,,,,https://drive.google.com/file/d/150S26IYVt5JPwnnSP0llGwmiehzpwH9-/view
창신대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,한국어교육센터 페이지에 연도 표기 없음; 2027 모집요강은 학부 외국인 특별전형 (언어학교 아님); 활동 공지 2026학년도,2026_or_older,https://grad.cs.ac.kr/board/163/list,창신대학교 대학원 입학공지사항 (최신 공지: 2026학년도 후기 대학원 외국인 신입생 모집 안내 (모집요강)),대학원 입학공지 게시판 최신: 2026학년도 후기 대학원 외국인 신입생 모집 안내(모집요강)(2026-04-15) 및 후기 합격자 발표(2026-06-15). 2027 전기 가이드 미게시.,https://global.cs.ac.kr/,https://drive.google.com/file/d/1WXUPFrwuq3CjCaZ38GjeUy2_4RBBRHQY/view,https://drive.google.com/file/d/1E0YA0hS0lGakX-_53NMQaKsN-CYlmiEn/view
청운대학교,univ,2027_own,https://enter.chungwoon.ac.kr/enter/selectBbsNttView.do?bbsNo=4&key=128&nttNo=731542,2027학년도 부모가 모두 외국인 전형 모집요강 (PDF 첨부: downloadBbsFile.do?atchmnflNo=98618),입학처 공지사항에 2027학년도 부모가 모두 외국인 전형 모집요강 PDF 게시,?,,,,?,,,,,,https://drive.google.com/file/d/1S3O21P6DuAc-Ym6Rn9zZcQDdC__Fnv0q/view
청주대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,"URL is static org info page for 한국어교육센터; no admission guide published anywhere on site (자료실 empty, 입학안내 pages are static undated info)",2026_or_older,https://www.cju.ac.kr/ggrad/contents.do?key=1236,청주대학교 일반대학원 재외국민·외국인 입학전형 전형일정 (최신: 2026학년도 후기 1차 신입생 모집),일반대학원(ggrad) 재외국민·외국인 입학전형 전형일정 최신: 2026학년도 후기 1차(원서 2026.5.18~5.21). 입학공지 게시판에 2026 후기 재외국민·외국인 모집 안내까지. 2027 전기 가이드 미게시.,https://www.cju.ac.kr/www/contents.do?key=6809&,https://drive.google.com/file/d/1GJCpO3THC0a6JOafVBx9f8_uHYjZcH9n/view,https://drive.google.com/file/d/1qEg3Djzkk3aw5pfGEabwxlyBbHzxGR1T/view
초당대학교,univ,2026_or_older,,,"국제교류교육원 모집요강 페이지는 2021년 이후 비어있고, 최신 외국인 모집요강은 2026학년도 후기 외국인 유학생 신편입생 특별전형(2026-07-27 공지). 2027 외국인 모집요강 없음 (입학안내의 2027 수시모집요강은 내국인 전형)",2026_or_older,,,모집요강 page (ILEC_C07010100) is essentially empty/updated 2021; notice board latest is 2026-08; no 2027 guide found,2026_or_older,https://graduate.cdu.ac.kr/mod/board/view.do?MID=GRADUATE_B05010100&DOC_NO=176335545776498&page=1,2026학년도 전기 대학원 신편입생_외국인_계약학과 모집 안내 (첨부: 2026학년도 전기 대학원 외국인 유학생 신입생 모집요강),대학원 공지사항 최신: 2026학년도 후기 신·편입생 모집(2026-05-18) 및 2026 전기 외국인 유학생 모집요강(2025-11-17). 2027 전기 가이드 미게시.,https://ilec.cdu.ac.kr/,https://drive.google.com/file/d/1pEDEiJN2dzJGcBuGNYHBnDtb6eMW_OM1/view,https://drive.google.com/file/d/1pk9kWuII1WQObfJ_Xid89CCh45Wsigrk/view
총신대학교,univ,none,,,,2026_or_older,,,Latest notice is 2026년 가을학기 정규과정 신청 안내 (2026-07); no 2027 guide,?,,,,https://iie.csu.ac.kr/,,
추계예술대학교,univ,none,,,,2026_or_older,,,정규과정 page shows 2025 학사일정 (봄 2025.03.11~겨울 2025.12.09); 모집요강 다운로드 link is broken local path (file:///D:/...2024학년도...pdf),?,,,,https://www.chugye.ac.kr/mbs/university/subview.jsp?id=university_150203000000,,
충남대학교,univ,2026_or_older,,,국제학생 학부 전용 페이지의 모집요강 PDF가 Spring 2026 / Fall 2026 (2026학년도 전·후기 외국인전형). 2027 모집요강 미게시,2026_or_older,,,입학안내 page has no year; 한국어공지 board latest 2026학년도 여름/가을학기 posts; no 2027,2027_guide,http://osaka-koredu.or.kr/bbs/board.php?bo_table=consult&wr_id=77&page=1,2027학년도 전기 CNU-ASIA 대학원생 특별전형 모집요강 (Application Guide for International Students),"2027학년도 전기 CNU-ASIA 대학원생 특별전형 모집요강 published 2026-08-03 (for 2027 spring entry, 30명 이내, application by 2026.9.11). Special track (원장추천제) run by CNU international office. CNU's official grad admission site is ipsi.cnu.ac.kr/html/gadm/. General graduate 전기1차 모집요강 PDF on official site appears to be 2026학년도 (file date Sep 2025), so general 2027 guide not yet posted.",https://dream.cnu.ac.kr/,https://drive.google.com/file/d/1msqudBRZcVNNcf7KWX1yUJN5DwmFh0MN/view,https://drive.google.com/file/d/1GD2MrwkaAzEzQuSYyRaPXv8X57ulN7RL/view
충북대학교,univ,2026_or_older,,,국제교류본부 Admission Guide & Forms 최신 = 2026학년도 후기(2026 Fall) 외국인특별전형 모집요강. 2027 전기 모집요강은 2026.10월경 공지 예정이라 명시,2026_or_older,https://oia.cbnu.ac.kr/language/sub.do?menukey=7802,입학신청 Admission (모집일정),"Admission page 모집일정 lists up to 2026 겨울 (개강 26.12.01, 종강 27.02.12); no 2027 semester listed yet",2026_or_older,https://ipsi.cbnu.ac.kr/gra/BBSMSTR_000000000031/21891/view.do,2026학년도 대학원(일반대학원) 입학전형 기본계획 안내,OIA (oia.cbnu.ac.kr) explicitly states 'The guideline for 2027 Spring admission will be announced on our website in mid-Oct. 2026'. Latest published grad admission plan is 2026학년도 (posted 2025-08-11). No 2027 graduate foreign admission guide published yet as of 2026-08-25.,https://oia.cbnu.ac.kr/language,https://drive.google.com/file/d/1MMf8j3vWP_VIQ-XNJCREC3bc9hx8Jw5E/view,https://drive.google.com/file/d/1wDWSN49cMkFQEgmnDuhsXhbQZGj9tiL_/view
칼빈대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,AdmissionGuide page only has 2022 posts (입시안내/Admission Schedule); notice board latest 2026 posts; no 2027,?,,,,https://calvininternational.co.kr/,,https://drive.google.com/file/d/1DLlQ_-xOE7JBu7hhGsuZT_X5_3Q3kJjg/view
평택대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,https://global.ptu.ac.kr/viewer/global/13/fileDown1/fileDownload.do,한국어연수과정 모집요강(한국어),"모집요강 page has PDF links (KOR/EN/VN/CN) but no year text on page; downloaded PDF (8MB, image-based) has no extractable year; notices latest 2026",2026_or_older,https://global.ptu.ac.kr/bbs/global/372/29628/artclView.do,2026학년도 후기 외국인특별전형 모집일정 및 모집요강 (학부/대학원),"PTU foreign admission board (global.ptu.ac.kr) latest graduate guide is 2026학년도 후기 (Fall 2026), posted 2026-05-04. No 2027학년도 전기 graduate foreign guide published as of 2026-08-25; 2027 전기 typically published ~Oct-Nov 2026.",https://global.ptu.ac.kr/global/6275/subview.do,https://drive.google.com/file/d/1gW7fRSO1B1nbteLwje6oAa4B9EXpu_UA/view,https://drive.google.com/file/d/1b2UJugLthxtF57rHJ2PtP_6gZTvU_zNl/view
포항공과대학교,univ,none,,,,2026_or_older,,,PICL 언어문화원 is an internal institute for POSTECH students (Graduate Korean/Practical Korean); latest notice 2026 Fall; no 외국인 admission guide,?,,,,https://picl.postech.ac.kr/,,
한경국립대학교,univ,2027_own,https://global.hknu.ac.kr/sites/Global/korean_language_program/Academic%20Year%202027.pdf,"2027학년도 전기 신·편입학 외국인 특별전형 모집요강 (Academic Year 2027 Spring, 한글+영문 PDF)",국제협력단 학부 입학 안내 페이지에서 2027학년도 전기 외국인 모집요강 PDF 다운로드 제공 (PDF 내용에서 2027학년도 전기 확인),2026_or_older,,,한국어 연수과정 page offers 2026학년도 brochures (KOR/EN/CN/VN/MN/RU); no 2027 material,2026_or_older,https://hknu.ac.kr/bbs/kor/72/95643/artclView.do,2026학년도 후기 대학원 신·편입생 모집 안내,HKNU graduate notice board (ipsi.hknu.kr m_type=GRAD) latest post is 2024학년도; main site 대학원 게시판 latest is 2026학년도 후기 (posted 2026-05-14). No 2027학년도 graduate guide (incl. foreign) published as of 2026-08-25. 2027 전기 expected ~Oct-Nov 2026.,https://global.hknu.ac.kr/,https://drive.google.com/file/d/1jA7JdpLrYjQX_x9sH2DL2EL6Ywnb360a/view,https://drive.google.com/file/d/1HiHUNNOOGjolrTcxonHIuFV4Im57b8vR/view
한국공학대학교,univ,2026_or_older,,,국제교육센터 공지사항의 외국인(부모 모두 외국인) 신·편입학 모집요강이 모두 '26학년도(2026). 2027 외국인 모집요강 미게시. 학부과정 입학안내는 연도 없는 절차 안내,2026_or_older,https://www.tukorea.ac.kr/bbs/iec/1333/152262/artclView.do?layout=unknown,[한국어학당] 26년 12월학기 모집요강 및 입학신청서 등 양식,Latest 한국어학당 notice is 26년 12월학기 모집요강 (2026.08.12); no 2027 semester guide yet,2026_or_older,https://graduate.tukorea.ac.kr/graduate/1162/subview.do,2026 후기 대학원 모집요강,TUKorea general grad school site (graduate.tukorea.ac.kr) 모집요강 page shows '2026 후기 대학원 모집요강' as latest. No 2027학년도 graduate guide (incl. foreign) published as of 2026-08-25.,https://www.tukorea.ac.kr/sites/iec/index..do,https://drive.google.com/file/d/1FfI_GR_8q4Nuu53Ma_2iVlPg2Go4Y9s3/view,https://drive.google.com/file/d/14ZAjzHE1E7_JIpI-UQUXKit1tK5VwoVu/view
한국성서대학교,univ,2027_own,https://ipsi.bible.ac.kr/file/oversea_korean_2027.pdf,"2027학년도 재외국민과 외국인 모집요강 (oversea_korean_2027.pdf, 재외국민 외국인 모집요강 페이지에서 다운로드)",입학안내 재외국민 외국인 > 모집요강 페이지에 2027 PDF 링크 직접 확인 (파일명 oversea_korean_2027.pdf),2027_guide,https://www.bible.ac.kr/ko/center/korean_greet,한국어과정 소개 (Information Brochure) - 2027년 학사일정,Page includes full 2027년 학사일정 (봄 2027.03.02 / 여름 2027.05.31 / 가을 2027.08.30 / 겨울 2027.11.22) for 한국어교육센터,?,,,,https://www.bible.ac.kr/ko/center/korean_greet,,https://drive.google.com/file/d/1bgOdOumm4_2QNbRgOUDRndXuTbaCpfaj/view
한국외국어대학교,univ,2027_own,https://international.hufs.ac.kr/sites/international/contents/files/2027spring/HUFS_2027-1_Admission_guide(KOR).pdf,2027 Spring HUFS International Undergraduate Admission Guide (2027학년도 3월 부모 모두 외국인 외국인특별전형(학부) 모집요강),국제입학관리팀 사이트에 2027 SPRING ADMISSION GUIDE (학부 KOR/ENG/CHN/JPN/VNM PDF) 게재 (2026-08-07 공지). PDF 내용에서 2027학년도 3월 입학 확인,2026_or_older,,,Homepage frame redirects to dep.hufs.ac.kr; shows 2026 가을학기 정규/통번역과정 모집; all notices 2026; no 2027,2026_or_older,https://gra.hufs.ac.kr/gra/17636/subview.do,2026학년도 후기 일반대학원 모집요강,HUFS general grad school (gra.hufs.ac.kr) 모집요강/모집일정 tabs currently show 2026학년도 후기. No 2027학년도 grad guide published as of 2026-08-25; 2027 전기 typically ~Sep-Nov 2026.,http://www.korean.ac.kr/,https://drive.google.com/file/d/1ZPwFYokBkvUFnroUMtNRuvQGqOZFc0hx/view,https://drive.google.com/file/d/1uw4TYnEbTA137UtynsPjB6zvboaWFjd0/view
한국체육대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,2026_or_older,https://www.knsu.ac.kr/graduipsi/grad01/admission01.do,대학원 신입생 모집요강 (전기모집),KNSW graduate admission site (graduipsi) latest notices are 2026학년도 후기 (posted 2026-06) and 2026학년도 전기. No 2027학년도 graduate guide (incl. foreign/International Students) published as of 2026-08-25.,,https://drive.google.com/file/d/1Cc_YD95uxjA3jTU9zN2uysFqelm0Uzl0/view,https://drive.google.com/file/d/1wUXpIdXHVdIMAfUcE2mfV2LHQsj5JzZh/view
한국침례신학대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1FmDpd1MBH4Sx6uxwHMquUtICKHHPrwOe/view
한국항공대학교,univ,2026_or_older,,,입학처 Int'l Students Admission Guide 최신 = 2026학년도 수시외국인전형 모집요강. 공지사항의 2027학년도 안내는 재외국민(3년특례/전교육과정) 전형으로 순수외국인 2027 가이드는 미게시,2026_or_older,,,"한국어교육원 교육과정 page shows 정규학기 일정 2024.03~2025.02 (old, not updated); notices board 2026 posts are exchange programs not language guides",2026_or_older,https://grad.kau.ac.kr/admission/guide_f.php,2026 Fall 일반대학원 외국인 신입생 모집요강 (2026 후기),"KAU grad school foreign admission page (grad.kau.ac.kr/admission/guide_f.php) shows '2026 Fall Admission Schedule' with 2026 후기 일반대학원 외국인 신입생 모집요강. No 2027 guide published as of 2026-08-25. Note: 2027 재외국민과 외국인 특별전형 (undergrad) guide exists but that's 학부, not 대학원.",http://college.kau.ac.kr/web/pages/gc74994h.do,https://drive.google.com/file/d/1mKX2tkk5ak6CD-dqh9XqgPUVDc1OyE2J/view,https://drive.google.com/file/d/1jp_6ai7mziUlmgzHTUvfZWCmszwAnA7Y/view
한남대학교,univ,2026_or_older,,,"입학홍보처 외국인 신입학 페이지: 3월 전형 = (ENG) 2026 전기 외국인 신입학 모집요강, 9월 전형 = Fall 2026 Admissions Guide. 2027 미게시",2026_or_older,,,정규과정 admission page has generic semester schedule (no year); 공지사항 board latest 2026학년도 1학기 (2026-04); no 2027,2026_or_older,http://gra.hannam.ac.kr/wp-content/uploads/2026/06/2026학년도-후기추가-대학원-모집요강20260519.pdf,2026학년도 후기(추가) 대학원 모집요강 (2026 Fall additional),"Hannam general grad school (gra.hannam.ac.kr/guide/) 모집요강 download links are for 2026학년도 후기/추가 (2026 Fall, posted 2026-06) and 2026 Spring (posted 2025-11). No 2027학년도 grad guide published as of 2026-08-25.",http://cklks.hnu.kr/kor/admission/admission_01.html,https://drive.google.com/file/d/1dK5CK2okxVzk9tYn8J788lHa5oarlqO3/view,https://drive.google.com/file/d/1e7CIgdq9R7GK89avDQQ3x4ezl7pk4Jvb/view
한동대학교,univ,2027_adiga,adiga_2027 (downloaded),,,error,,,URL no longer serves Handong - redirects via sunmoon/tu.ac.kr frames to Sahmyook Univ(삼육대) Korean course page showing only 2025 dates.,?,,,,https://hgukorean.co.kr/,,https://drive.google.com/file/d/1zYzV_XZ43w1c3fOZusYe1rZClX4M41BA/view
한림대학교,univ,2027_own,https://admission.hallym.ac.kr/bbs/admission/957/386178/artclView.do,"2027학년도 재외국민및외국인 / 북한이탈주민전형 모집요강 (PDF 첨부: 2027학년도 한림대학교 재외국민및외국인, 북한이탈주민 모집요강(최종).pdf, 2026-05-29)",입학팀 공지사항에 2027학년도 재외국민및외국인/북한이탈주민전형 모집요강 PDF 게시 (다운로드: /bbs/admission/957/230165/download.do),unknown_year,,,"KLE reachable (sites/ path redirects; use /klec/). Admission pages generic: Yearly Program Schedule blank, How to apply has no year. No admission-guide notice found.",2026_or_older,https://grad.hallym.ac.kr/bbs/grad/290/375780/artclView.do,[입시] 2026년도 전기(2026년도 03월 입학) 대학원 신입생 모집 안내,"Hallym grad school (grad.hallym.ac.kr) latest admission notice is 2026학년도 전기 (posted 2025-10-21) plus 2026 전기 추가모집 (2025-12). No 2027학년도 grad guide (incl. foreign, handled via Global Engagement Center iao@hallym.ac.kr) published as of 2026-08-25.",https://cge.hallym.ac.kr/sites/klec/index.do,https://drive.google.com/file/d/1okzAC3ZA-r7D-9-rhr9GjYQvbPl_a7xv/view,https://drive.google.com/file/d/1ip5XMhSxJmzYqFk6nkXuRcYSKIaNeM4B/view
한서대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1zcdvuGck2BTcxtevRjihjNf62ghOpFRw/view
한성대학교,univ,2026_or_older,,,"외국인(순수외국인) 특별전형 모집요강 PDF는 2026학년도 편입학 버전(접수 2025.10~12)만 확인. 학부입학/Apply 페이지(cis/3203, global_en/885)는 연도 없는 상시 안내. 2027 외국인 모집요강 없음.",2026_or_older,,,Notice board latest is '2026학년도 한국어과정 모집요강' (posted 2023.11.21). No 2027 guide.,2026_or_older,https://hansung.ac.kr/gshansung/3430/subview.do,2026학년도 대학원 후기(정시) 외국인유학생 전담학과 모집안내,"Hansung grad admission board (hansung.ac.kr/gshansung/) latest posts are 2026학년도 후기 (Fall 2026), incl. 외국인특별전형 notices from 2026-04 to 2026-08. No 2027학년도 graduate guide published as of 2026-08-25.",https://www.hansung.ac.kr/korean/index.do,https://drive.google.com/file/d/1dRkttYQ3t3pR1nTpkjIxuKCwkDCLWbcY/view,https://drive.google.com/file/d/1YFLNV4OtqbaE--BhgbNaIWDKDG1-CmvV/view
한세대학교,univ,none,,,,2026_or_older,,,Site stale: 모집요강 download is 2024_2 PDF; notice board only has 2023-2024 posts. No 2027.,?,,,,http://www.hskli.com/,,
